"","date","nox","site","code"
"1",2009-01-01 00:00:00,105,"Warrington","WAR"
"2",2009-01-01 01:00:00,69,"Warrington","WAR"
"3",2009-01-01 02:00:00,86,"Warrington","WAR"
"4",2009-01-01 03:00:00,80,"Warrington","WAR"
"5",2009-01-01 04:00:00,88,"Warrington","WAR"
"6",2009-01-01 05:00:00,76,"Warrington","WAR"
"7",2009-01-01 06:00:00,82,"Warrington","WAR"
"8",2009-01-01 07:00:00,88,"Warrington","WAR"
"9",2009-01-01 08:00:00,97,"Warrington","WAR"
"10",2009-01-01 09:00:00,159,"Warrington","WAR"
"11",2009-01-01 10:00:00,160,"Warrington","WAR"
"12",2009-01-01 11:00:00,71,"Warrington","WAR"
"13",2009-01-01 12:00:00,52,"Warrington","WAR"
"14",2009-01-01 13:00:00,52,"Warrington","WAR"
"15",2009-01-01 14:00:00,86,"Warrington","WAR"
"16",2009-01-01 15:00:00,124,"Warrington","WAR"
"17",2009-01-01 16:00:00,149,"Warrington","WAR"
"18",2009-01-01 17:00:00,136,"Warrington","WAR"
"19",2009-01-01 18:00:00,162,"Warrington","WAR"
"20",2009-01-01 19:00:00,195,"Warrington","WAR"
"21",2009-01-01 20:00:00,202,"Warrington","WAR"
"22",2009-01-01 21:00:00,252,"Warrington","WAR"
"23",2009-01-01 22:00:00,290,"Warrington","WAR"
"24",2009-01-01 23:00:00,252,"Warrington","WAR"
"25",2009-01-02 00:00:00,252,"Warrington","WAR"
"26",2009-01-02 01:00:00,256,"Warrington","WAR"
"27",2009-01-02 02:00:00,241,"Warrington","WAR"
"28",2009-01-02 03:00:00,222,"Warrington","WAR"
"29",2009-01-02 04:00:00,199,"Warrington","WAR"
"30",2009-01-02 05:00:00,181,"Warrington","WAR"
"31",2009-01-02 06:00:00,189,"Warrington","WAR"
"32",2009-01-02 07:00:00,223,"Warrington","WAR"
"33",2009-01-02 08:00:00,311,"Warrington","WAR"
"34",2009-01-02 09:00:00,287,"Warrington","WAR"
"35",2009-01-02 10:00:00,126,"Warrington","WAR"
"36",2009-01-02 11:00:00,99,"Warrington","WAR"
"37",2009-01-02 12:00:00,86,"Warrington","WAR"
"38",2009-01-02 13:00:00,80,"Warrington","WAR"
"39",2009-01-02 14:00:00,86,"Warrington","WAR"
"40",2009-01-02 15:00:00,90,"Warrington","WAR"
"41",2009-01-02 16:00:00,128,"Warrington","WAR"
"42",2009-01-02 17:00:00,204,"Warrington","WAR"
"43",2009-01-02 18:00:00,174,"Warrington","WAR"
"44",2009-01-02 19:00:00,170,"Warrington","WAR"
"45",2009-01-02 20:00:00,138,"Warrington","WAR"
"46",2009-01-02 21:00:00,138,"Warrington","WAR"
"47",2009-01-02 22:00:00,126,"Warrington","WAR"
"48",2009-01-02 23:00:00,113,"Warrington","WAR"
"49",2009-01-03 00:00:00,94,"Warrington","WAR"
"50",2009-01-03 01:00:00,80,"Warrington","WAR"
"51",2009-01-03 02:00:00,96,"Warrington","WAR"
"52",2009-01-03 03:00:00,97,"Warrington","WAR"
"53",2009-01-03 04:00:00,92,"Warrington","WAR"
"54",2009-01-03 05:00:00,99,"Warrington","WAR"
"55",2009-01-03 06:00:00,105,"Warrington","WAR"
"56",2009-01-03 07:00:00,132,"Warrington","WAR"
"57",2009-01-03 08:00:00,189,"Warrington","WAR"
"58",2009-01-03 09:00:00,187,"Warrington","WAR"
"59",2009-01-03 10:00:00,258,"Warrington","WAR"
"60",2009-01-03 11:00:00,164,"Warrington","WAR"
"61",2009-01-03 12:00:00,138,"Warrington","WAR"
"62",2009-01-03 13:00:00,138,"Warrington","WAR"
"63",2009-01-03 14:00:00,38,"Warrington","WAR"
"64",2009-01-03 15:00:00,25,"Warrington","WAR"
"65",2009-01-03 16:00:00,32,"Warrington","WAR"
"66",2009-01-03 17:00:00,38,"Warrington","WAR"
"67",2009-01-03 18:00:00,61,"Warrington","WAR"
"68",2009-01-03 19:00:00,139,"Warrington","WAR"
"69",2009-01-03 20:00:00,109,"Warrington","WAR"
"70",2009-01-03 21:00:00,109,"Warrington","WAR"
"71",2009-01-03 22:00:00,73,"Warrington","WAR"
"72",2009-01-03 23:00:00,52,"Warrington","WAR"
"73",2009-01-04 00:00:00,46,"Warrington","WAR"
"74",2009-01-04 01:00:00,38,"Warrington","WAR"
"75",2009-01-04 02:00:00,31,"Warrington","WAR"
"76",2009-01-04 03:00:00,23,"Warrington","WAR"
"77",2009-01-04 04:00:00,19,"Warrington","WAR"
"78",2009-01-04 05:00:00,15,"Warrington","WAR"
"79",2009-01-04 06:00:00,27,"Warrington","WAR"
"80",2009-01-04 07:00:00,29,"Warrington","WAR"
"81",2009-01-04 08:00:00,38,"Warrington","WAR"
"82",2009-01-04 09:00:00,31,"Warrington","WAR"
"83",2009-01-04 10:00:00,31,"Warrington","WAR"
"84",2009-01-04 11:00:00,42,"Warrington","WAR"
"85",2009-01-04 12:00:00,40,"Warrington","WAR"
"86",2009-01-04 13:00:00,44,"Warrington","WAR"
"87",2009-01-04 14:00:00,52,"Warrington","WAR"
"88",2009-01-04 15:00:00,52,"Warrington","WAR"
"89",2009-01-04 16:00:00,84,"Warrington","WAR"
"90",2009-01-04 17:00:00,159,"Warrington","WAR"
"91",2009-01-04 18:00:00,124,"Warrington","WAR"
