"","date","nox","site","code"
"1",2009-01-01 00:00:00,21,"Southend-on-Sea","SEND"
"2",2009-01-01 01:00:00,21,"Southend-on-Sea","SEND"
"3",2009-01-01 02:00:00,19,"Southend-on-Sea","SEND"
"4",2009-01-01 03:00:00,13,"Southend-on-Sea","SEND"
"5",2009-01-01 04:00:00,11,"Southend-on-Sea","SEND"
"6",2009-01-01 05:00:00,11,"Southend-on-Sea","SEND"
"7",2009-01-01 06:00:00,15,"Southend-on-Sea","SEND"
"8",2009-01-01 07:00:00,21,"Southend-on-Sea","SEND"
"9",2009-01-01 08:00:00,21,"Southend-on-Sea","SEND"
"10",2009-01-01 09:00:00,21,"Southend-on-Sea","SEND"
"11",2009-01-01 10:00:00,25,"Southend-on-Sea","SEND"
"12",2009-01-01 11:00:00,31,"Southend-on-Sea","SEND"
"13",2009-01-01 12:00:00,34,"Southend-on-Sea","SEND"
"14",2009-01-01 13:00:00,36,"Southend-on-Sea","SEND"
"15",2009-01-01 14:00:00,34,"Southend-on-Sea","SEND"
"16",2009-01-01 15:00:00,38,"Southend-on-Sea","SEND"
"17",2009-01-01 16:00:00,44,"Southend-on-Sea","SEND"
"18",2009-01-01 17:00:00,40,"Southend-on-Sea","SEND"
"19",2009-01-01 18:00:00,42,"Southend-on-Sea","SEND"
"20",2009-01-01 19:00:00,44,"Southend-on-Sea","SEND"
"21",2009-01-01 20:00:00,46,"Southend-on-Sea","SEND"
"22",2009-01-01 21:00:00,38,"Southend-on-Sea","SEND"
"23",2009-01-01 22:00:00,36,"Southend-on-Sea","SEND"
"24",2009-01-01 23:00:00,31,"Southend-on-Sea","SEND"
"25",2009-01-02 00:00:00,25,"Southend-on-Sea","SEND"
"26",2009-01-02 01:00:00,23,"Southend-on-Sea","SEND"
"27",2009-01-02 02:00:00,19,"Southend-on-Sea","SEND"
"28",2009-01-02 03:00:00,17,"Southend-on-Sea","SEND"
"29",2009-01-02 04:00:00,17,"Southend-on-Sea","SEND"
"30",2009-01-02 05:00:00,19,"Southend-on-Sea","SEND"
"31",2009-01-02 06:00:00,29,"Southend-on-Sea","SEND"
"32",2009-01-02 07:00:00,36,"Southend-on-Sea","SEND"
"33",2009-01-02 08:00:00,36,"Southend-on-Sea","SEND"
"34",2009-01-02 09:00:00,42,"Southend-on-Sea","SEND"
"35",2009-01-02 10:00:00,32,"Southend-on-Sea","SEND"
"36",2009-01-02 11:00:00,31,"Southend-on-Sea","SEND"
"37",2009-01-02 12:00:00,32,"Southend-on-Sea","SEND"
"38",2009-01-02 13:00:00,36,"Southend-on-Sea","SEND"
"39",2009-01-02 14:00:00,32,"Southend-on-Sea","SEND"
"40",2009-01-02 15:00:00,34,"Southend-on-Sea","SEND"
"41",2009-01-02 16:00:00,23,"Southend-on-Sea","SEND"
"42",2009-01-02 17:00:00,38,"Southend-on-Sea","SEND"
"43",2009-01-02 18:00:00,42,"Southend-on-Sea","SEND"
"44",2009-01-02 19:00:00,44,"Southend-on-Sea","SEND"
"45",2009-01-02 20:00:00,17,"Southend-on-Sea","SEND"
"46",2009-01-02 21:00:00,21,"Southend-on-Sea","SEND"
"47",2009-01-02 22:00:00,23,"Southend-on-Sea","SEND"
"48",2009-01-02 23:00:00,21,"Southend-on-Sea","SEND"
"49",2009-01-03 00:00:00,17,"Southend-on-Sea","SEND"
"50",2009-01-03 01:00:00,13,"Southend-on-Sea","SEND"
"51",2009-01-03 02:00:00,15,"Southend-on-Sea","SEND"
"52",2009-01-03 03:00:00,23,"Southend-on-Sea","SEND"
"53",2009-01-03 04:00:00,31,"Southend-on-Sea","SEND"
"54",2009-01-03 05:00:00,29,"Southend-on-Sea","SEND"
"55",2009-01-03 06:00:00,46,"Southend-on-Sea","SEND"
"56",2009-01-03 07:00:00,63,"Southend-on-Sea","SEND"
"57",2009-01-03 08:00:00,94,"Southend-on-Sea","SEND"
"58",2009-01-03 09:00:00,88,"Southend-on-Sea","SEND"
"59",2009-01-03 10:00:00,82,"Southend-on-Sea","SEND"
"60",2009-01-03 11:00:00,50,"Southend-on-Sea","SEND"
"61",2009-01-03 12:00:00,34,"Southend-on-Sea","SEND"
"62",2009-01-03 13:00:00,29,"Southend-on-Sea","SEND"
"63",2009-01-03 14:00:00,31,"Southend-on-Sea","SEND"
"64",2009-01-03 15:00:00,29,"Southend-on-Sea","SEND"
"65",2009-01-03 16:00:00,65,"Southend-on-Sea","SEND"
"66",2009-01-03 17:00:00,105,"Southend-on-Sea","SEND"
"67",2009-01-03 18:00:00,103,"Southend-on-Sea","SEND"
"68",2009-01-03 19:00:00,88,"Southend-on-Sea","SEND"
"69",2009-01-03 20:00:00,128,"Southend-on-Sea","SEND"
"70",2009-01-03 21:00:00,65,"Southend-on-Sea","SEND"
"71",2009-01-03 22:00:00,50,"Southend-on-Sea","SEND"
"72",2009-01-03 23:00:00,48,"Southend-on-Sea","SEND"
"73",2009-01-04 00:00:00,42,"Southend-on-Sea","SEND"
"74",2009-01-04 01:00:00,36,"Southend-on-Sea","SEND"
"75",2009-01-04 02:00:00,38,"Southend-on-Sea","SEND"
"76",2009-01-04 03:00:00,34,"Southend-on-Sea","SEND"
"77",2009-01-04 04:00:00,40,"Southend-on-Sea","SEND"
"78",2009-01-04 05:00:00,53,"Southend-on-Sea","SEND"
"79",2009-01-04 06:00:00,155,"Southend-on-Sea","SEND"
"80",2009-01-04 07:00:00,139,"Southend-on-Sea","SEND"
"81",2009-01-04 08:00:00,113,"Southend-on-Sea","SEND"
"82",2009-01-04 09:00:00,132,"Southend-on-Sea","SEND"
"83",2009-01-04 10:00:00,120,"Southend-on-Sea","SEND"
"84",2009-01-04 11:00:00,113,"Southend-on-Sea","SEND"
"85",2009-01-04 12:00:00,117,"Southend-on-Sea","SEND"
"86",2009-01-04 13:00:00,113,"Southend-on-Sea","SEND"
"87",2009-01-04 14:00:00,115,"Southend-on-Sea","SEND"
"88",2009-01-04 15:00:00,99,"Southend-on-Sea","SEND"
"89",2009-01-04 16:00:00,90,"Southend-on-Sea","SEND"
"90",2009-01-04 17:00:00,115,"Southend-on-Sea","SEND"
