"","date","nox","site","code"
"1",2009-01-01 00:00:00,53,"Bournemouth","BORN"
"2",2009-01-01 01:00:00,48,"Bournemouth","BORN"
"3",2009-01-01 02:00:00,55,"Bournemouth","BORN"
"4",2009-01-01 03:00:00,53,"Bournemouth","BORN"
"5",2009-01-01 04:00:00,48,"Bournemouth","BORN"
"6",2009-01-01 05:00:00,40,"Bournemouth","BORN"
"7",2009-01-01 06:00:00,32,"Bournemouth","BORN"
"8",2009-01-01 07:00:00,27,"Bournemouth","BORN"
"9",2009-01-01 08:00:00,34,"Bournemouth","BORN"
"10",2009-01-01 09:00:00,38,"Bournemouth","BORN"
"11",2009-01-01 10:00:00,40,"Bournemouth","BORN"
"12",2009-01-01 11:00:00,34,"Bournemouth","BORN"
"13",2009-01-01 12:00:00,27,"Bournemouth","BORN"
"14",2009-01-01 13:00:00,29,"Bournemouth","BORN"
"15",2009-01-01 14:00:00,32,"Bournemouth","BORN"
"16",2009-01-01 15:00:00,32,"Bournemouth","BORN"
"17",2009-01-01 16:00:00,40,"Bournemouth","BORN"
"18",2009-01-01 17:00:00,42,"Bournemouth","BORN"
"19",2009-01-01 18:00:00,38,"Bournemouth","BORN"
"20",2009-01-01 19:00:00,44,"Bournemouth","BORN"
"21",2009-01-01 20:00:00,53,"Bournemouth","BORN"
"22",2009-01-01 21:00:00,53,"Bournemouth","BORN"
"23",2009-01-01 22:00:00,48,"Bournemouth","BORN"
"24",2009-01-01 23:00:00,42,"Bournemouth","BORN"
"25",2009-01-02 00:00:00,38,"Bournemouth","BORN"
"26",2009-01-02 01:00:00,46,"Bournemouth","BORN"
"27",2009-01-02 02:00:00,50,"Bournemouth","BORN"
"28",2009-01-02 03:00:00,59,"Bournemouth","BORN"
"29",2009-01-02 04:00:00,69,"Bournemouth","BORN"
"30",2009-01-02 05:00:00,65,"Bournemouth","BORN"
"31",2009-01-02 06:00:00,57,"Bournemouth","BORN"
"32",2009-01-02 07:00:00,52,"Bournemouth","BORN"
"33",2009-01-02 08:00:00,52,"Bournemouth","BORN"
"34",2009-01-02 09:00:00,67,"Bournemouth","BORN"
"35",2009-01-02 10:00:00,52,"Bournemouth","BORN"
"36",2009-01-02 11:00:00,40,"Bournemouth","BORN"
"37",2009-01-02 12:00:00,40,"Bournemouth","BORN"
"38",2009-01-02 13:00:00,40,"Bournemouth","BORN"
"39",2009-01-02 14:00:00,48,"Bournemouth","BORN"
"40",2009-01-02 15:00:00,67,"Bournemouth","BORN"
"41",2009-01-02 16:00:00,109,"Bournemouth","BORN"
