"","date","nox","site","code"
"1",2009-01-01 00:00:00,46,"Leominster","LEOM"
"2",2009-01-01 01:00:00,40,"Leominster","LEOM"
"3",2009-01-01 02:00:00,42,"Leominster","LEOM"
"4",2009-01-01 03:00:00,40,"Leominster","LEOM"
"5",2009-01-01 04:00:00,34,"Leominster","LEOM"
"6",2009-01-01 05:00:00,25,"Leominster","LEOM"
"7",2009-01-01 06:00:00,21,"Leominster","LEOM"
"8",2009-01-01 07:00:00,21,"Leominster","LEOM"
"9",2009-01-01 08:00:00,21,"Leominster","LEOM"
"10",2009-01-01 09:00:00,27,"Leominster","LEOM"
"11",2009-01-01 10:00:00,21,"Leominster","LEOM"
"12",2009-01-01 11:00:00,19,"Leominster","LEOM"
"13",2009-01-01 12:00:00,25,"Leominster","LEOM"
"14",2009-01-01 13:00:00,27,"Leominster","LEOM"
"15",2009-01-01 14:00:00,27,"Leominster","LEOM"
"16",2009-01-01 15:00:00,31,"Leominster","LEOM"
"17",2009-01-01 16:00:00,32,"Leominster","LEOM"
"18",2009-01-01 17:00:00,34,"Leominster","LEOM"
"19",2009-01-01 18:00:00,40,"Leominster","LEOM"
"20",2009-01-01 19:00:00,38,"Leominster","LEOM"
"21",2009-01-01 20:00:00,38,"Leominster","LEOM"
"22",2009-01-01 21:00:00,36,"Leominster","LEOM"
"23",2009-01-01 22:00:00,32,"Leominster","LEOM"
"24",2009-01-01 23:00:00,27,"Leominster","LEOM"
"25",2009-01-02 00:00:00,38,"Leominster","LEOM"
"26",2009-01-02 01:00:00,67,"Leominster","LEOM"
"27",2009-01-02 02:00:00,71,"Leominster","LEOM"
"28",2009-01-02 03:00:00,69,"Leominster","LEOM"
"29",2009-01-02 04:00:00,57,"Leominster","LEOM"
"30",2009-01-02 05:00:00,57,"Leominster","LEOM"
"31",2009-01-02 06:00:00,57,"Leominster","LEOM"
"32",2009-01-02 07:00:00,59,"Leominster","LEOM"
"33",2009-01-02 08:00:00,57,"Leominster","LEOM"
"34",2009-01-02 09:00:00,65,"Leominster","LEOM"
"35",2009-01-02 10:00:00,63,"Leominster","LEOM"
"36",2009-01-02 11:00:00,55,"Leominster","LEOM"
"37",2009-01-02 12:00:00,44,"Leominster","LEOM"
"38",2009-01-02 13:00:00,40,"Leominster","LEOM"
"39",2009-01-02 14:00:00,34,"Leominster","LEOM"
"40",2009-01-02 15:00:00,44,"Leominster","LEOM"
"41",2009-01-02 16:00:00,69,"Leominster","LEOM"
"42",2009-01-02 17:00:00,46,"Leominster","LEOM"
"43",2009-01-02 18:00:00,38,"Leominster","LEOM"
"44",2009-01-02 19:00:00,38,"Leominster","LEOM"
"45",2009-01-02 20:00:00,42,"Leominster","LEOM"
"46",2009-01-02 21:00:00,25,"Leominster","LEOM"
"47",2009-01-02 22:00:00,19,"Leominster","LEOM"
"48",2009-01-02 23:00:00,17,"Leominster","LEOM"
"49",2009-01-03 00:00:00,21,"Leominster","LEOM"
"50",2009-01-03 01:00:00,23,"Leominster","LEOM"
"51",2009-01-03 02:00:00,27,"Leominster","LEOM"
"52",2009-01-03 03:00:00,32,"Leominster","LEOM"
"53",2009-01-03 04:00:00,50,"Leominster","LEOM"
"54",2009-01-03 05:00:00,61,"Leominster","LEOM"
"55",2009-01-03 06:00:00,76,"Leominster","LEOM"
"56",2009-01-03 07:00:00,273,"Leominster","LEOM"
"57",2009-01-03 08:00:00,288,"Leominster","LEOM"
"58",2009-01-03 09:00:00,260,"Leominster","LEOM"
"59",2009-01-03 10:00:00,71,"Leominster","LEOM"
"60",2009-01-03 11:00:00,50,"Leominster","LEOM"
"61",2009-01-03 12:00:00,46,"Leominster","LEOM"
"62",2009-01-03 13:00:00,42,"Leominster","LEOM"
"63",2009-01-03 14:00:00,31,"Leominster","LEOM"
"64",2009-01-03 15:00:00,44,"Leominster","LEOM"
"65",2009-01-03 16:00:00,117,"Leominster","LEOM"
"66",2009-01-03 17:00:00,132,"Leominster","LEOM"
"67",2009-01-03 18:00:00,189,"Leominster","LEOM"
"68",2009-01-03 19:00:00,147,"Leominster","LEOM"
"69",2009-01-03 20:00:00,101,"Leominster","LEOM"
"70",2009-01-03 21:00:00,115,"Leominster","LEOM"
"71",2009-01-03 22:00:00,82,"Leominster","LEOM"
"72",2009-01-03 23:00:00,57,"Leominster","LEOM"
"73",2009-01-04 00:00:00,40,"Leominster","LEOM"
"74",2009-01-04 01:00:00,34,"Leominster","LEOM"
"75",2009-01-04 02:00:00,36,"Leominster","LEOM"
"76",2009-01-04 03:00:00,38,"Leominster","LEOM"
"77",2009-01-04 04:00:00,23,"Leominster","LEOM"
"78",2009-01-04 05:00:00,21,"Leominster","LEOM"
"79",2009-01-04 06:00:00,15,"Leominster","LEOM"
"80",2009-01-04 07:00:00,19,"Leominster","LEOM"
"81",2009-01-04 08:00:00,21,"Leominster","LEOM"
"82",2009-01-04 09:00:00,23,"Leominster","LEOM"
"83",2009-01-04 10:00:00,27,"Leominster","LEOM"
"84",2009-01-04 11:00:00,15,"Leominster","LEOM"
"85",2009-01-04 12:00:00,15,"Leominster","LEOM"
"86",2009-01-04 13:00:00,13,"Leominster","LEOM"
"87",2009-01-04 14:00:00,13,"Leominster","LEOM"
"88",2009-01-04 15:00:00,15,"Leominster","LEOM"
"89",2009-01-04 16:00:00,15,"Leominster","LEOM"
"90",2009-01-04 17:00:00,34,"Leominster","LEOM"
"91",2009-01-04 18:00:00,50,"Leominster","LEOM"
"92",2009-01-04 19:00:00,42,"Leominster","LEOM"
"93",2009-01-04 20:00:00,63,"Leominster","LEOM"
"94",2009-01-04 21:00:00,97,"Leominster","LEOM"
"95",2009-01-04 22:00:00,111,"Leominster","LEOM"
"96",2009-01-04 23:00:00,94,"Leominster","LEOM"
"97",2009-01-05 00:00:00,57,"Leominster","LEOM"
"98",2009-01-05 01:00:00,52,"Leominster","LEOM"
"99",2009-01-05 02:00:00,55,"Leominster","LEOM"
"100",2009-01-05 03:00:00,44,"Leominster","LEOM"
"101",2009-01-05 04:00:00,17,"Leominster","LEOM"
"102",2009-01-05 05:00:00,11,"Leominster","LEOM"
"103",2009-01-05 06:00:00,17,"Leominster","LEOM"
"104",2009-01-05 07:00:00,21,"Leominster","LEOM"
"105",2009-01-05 08:00:00,32,"Leominster","LEOM"
"106",2009-01-05 09:00:00,31,"Leominster","LEOM"
"107",2009-01-05 10:00:00,31,"Leominster","LEOM"
"108",2009-01-05 11:00:00,31,"Leominster","LEOM"
"109",2009-01-05 12:00:00,32,"Leominster","LEOM"
"110",2009-01-05 13:00:00,34,"Leominster","LEOM"
"111",2009-01-05 14:00:00,NA,"Leominster","LEOM"
"112",2009-01-05 15:00:00,25,"Leominster","LEOM"
"113",2009-01-05 16:00:00,36,"Leominster","LEOM"
"114",2009-01-05 17:00:00,40,"Leominster","LEOM"
"115",2009-01-05 18:00:00,31,"Leominster","LEOM"
"116",2009-01-05 19:00:00,42,"Leominster","LEOM"
"117",2009-01-05 20:00:00,46,"Leominster","LEOM"
"118",2009-01-05 21:00:00,38,"Leominster","LEOM"
"119",2009-01-05 22:00:00,36,"Leominster","LEOM"
"120",2009-01-05 23:00:00,25,"Leominster","LEOM"
"121",2009-01-06 00:00:00,27,"Leominster","LEOM"
"122",2009-01-06 01:00:00,31,"Leominster","LEOM"
"123",2009-01-06 02:00:00,46,"Leominster","LEOM"
"124",2009-01-06 03:00:00,52,"Leominster","LEOM"
"125",2009-01-06 04:00:00,52,"Leominster","LEOM"
"126",2009-01-06 05:00:00,65,"Leominster","LEOM"
"127",2009-01-06 06:00:00,189,"Leominster","LEOM"
"128",2009-01-06 07:00:00,241,"Leominster","LEOM"
"129",2009-01-06 08:00:00,267,"Leominster","LEOM"
"130",2009-01-06 09:00:00,432,"Leominster","LEOM"
"131",2009-01-06 10:00:00,292,"Leominster","LEOM"
"132",2009-01-06 11:00:00,80,"Leominster","LEOM"
"133",2009-01-06 12:00:00,34,"Leominster","LEOM"
"134",2009-01-06 13:00:00,23,"Leominster","LEOM"
"135",2009-01-06 14:00:00,19,"Leominster","LEOM"
"136",2009-01-06 15:00:00,25,"Leominster","LEOM"
"137",2009-01-06 16:00:00,65,"Leominster","LEOM"
"138",2009-01-06 17:00:00,170,"Leominster","LEOM"
"139",2009-01-06 18:00:00,248,"Leominster","LEOM"
"140",2009-01-06 19:00:00,233,"Leominster","LEOM"
"141",2009-01-06 20:00:00,195,"Leominster","LEOM"
"142",2009-01-06 21:00:00,117,"Leominster","LEOM"
"143",2009-01-06 22:00:00,84,"Leominster","LEOM"
"144",2009-01-06 23:00:00,13,"Leominster","LEOM"
"145",2009-01-07 00:00:00,11,"Leominster","LEOM"
"146",2009-01-07 01:00:00,8,"Leominster","LEOM"
"147",2009-01-07 02:00:00,6,"Leominster","LEOM"
"148",2009-01-07 03:00:00,6,"Leominster","LEOM"
"149",2009-01-07 04:00:00,4,"Leominster","LEOM"
"150",2009-01-07 05:00:00,8,"Leominster","LEOM"
"151",2009-01-07 06:00:00,10,"Leominster","LEOM"
"152",2009-01-07 07:00:00,63,"Leominster","LEOM"
"153",2009-01-07 08:00:00,84,"Leominster","LEOM"
"154",2009-01-07 09:00:00,27,"Leominster","LEOM"
"155",2009-01-07 10:00:00,29,"Leominster","LEOM"
"156",2009-01-07 11:00:00,23,"Leominster","LEOM"
"157",2009-01-07 12:00:00,11,"Leominster","LEOM"
