"","date","nox","site","code"
"1",2009-01-01 00:00:00,NA,"York Bootham","YK10"
"2",2009-01-01 01:00:00,NA,"York Bootham","YK10"
"3",2009-01-01 02:00:00,NA,"York Bootham","YK10"
"4",2009-01-01 03:00:00,NA,"York Bootham","YK10"
"5",2009-01-01 04:00:00,NA,"York Bootham","YK10"
"6",2009-01-01 05:00:00,NA,"York Bootham","YK10"
"7",2009-01-01 06:00:00,NA,"York Bootham","YK10"
"8",2009-01-01 07:00:00,NA,"York Bootham","YK10"
"9",2009-01-01 08:00:00,NA,"York Bootham","YK10"
"10",2009-01-01 09:00:00,NA,"York Bootham","YK10"
"11",2009-01-01 10:00:00,NA,"York Bootham","YK10"
"12",2009-01-01 11:00:00,NA,"York Bootham","YK10"
"13",2009-01-01 12:00:00,NA,"York Bootham","YK10"
"14",2009-01-01 13:00:00,NA,"York Bootham","YK10"
"15",2009-01-01 14:00:00,NA,"York Bootham","YK10"
"16",2009-01-01 15:00:00,NA,"York Bootham","YK10"
"17",2009-01-01 16:00:00,NA,"York Bootham","YK10"
"18",2009-01-01 17:00:00,NA,"York Bootham","YK10"
"19",2009-01-01 18:00:00,NA,"York Bootham","YK10"
"20",2009-01-01 19:00:00,NA,"York Bootham","YK10"
"21",2009-01-01 20:00:00,NA,"York Bootham","YK10"
"22",2009-01-01 21:00:00,NA,"York Bootham","YK10"
"23",2009-01-01 22:00:00,NA,"York Bootham","YK10"
"24",2009-01-01 23:00:00,NA,"York Bootham","YK10"
"25",2009-01-02 00:00:00,NA,"York Bootham","YK10"
"26",2009-01-02 01:00:00,NA,"York Bootham","YK10"
"27",2009-01-02 02:00:00,NA,"York Bootham","YK10"
"28",2009-01-02 03:00:00,NA,"York Bootham","YK10"
"29",2009-01-02 04:00:00,NA,"York Bootham","YK10"
"30",2009-01-02 05:00:00,NA,"York Bootham","YK10"
"31",2009-01-02 06:00:00,NA,"York Bootham","YK10"
"32",2009-01-02 07:00:00,NA,"York Bootham","YK10"
"33",2009-01-02 08:00:00,NA,"York Bootham","YK10"
"34",2009-01-02 09:00:00,NA,"York Bootham","YK10"
"35",2009-01-02 10:00:00,NA,"York Bootham","YK10"
"36",2009-01-02 11:00:00,NA,"York Bootham","YK10"
"37",2009-01-02 12:00:00,NA,"York Bootham","YK10"
"38",2009-01-02 13:00:00,NA,"York Bootham","YK10"
"39",2009-01-02 14:00:00,NA,"York Bootham","YK10"
"40",2009-01-02 15:00:00,NA,"York Bootham","YK10"
"41",2009-01-02 16:00:00,NA,"York Bootham","YK10"
"42",2009-01-02 17:00:00,NA,"York Bootham","YK10"
"43",2009-01-02 18:00:00,NA,"York Bootham","YK10"
"44",2009-01-02 19:00:00,NA,"York Bootham","YK10"
"45",2009-01-02 20:00:00,NA,"York Bootham","YK10"
"46",2009-01-02 21:00:00,NA,"York Bootham","YK10"
"47",2009-01-02 22:00:00,NA,"York Bootham","YK10"
"48",2009-01-02 23:00:00,NA,"York Bootham","YK10"
"49",2009-01-03 00:00:00,NA,"York Bootham","YK10"
"50",2009-01-03 01:00:00,NA,"York Bootham","YK10"
"51",2009-01-03 02:00:00,NA,"York Bootham","YK10"
"52",2009-01-03 03:00:00,NA,"York Bootham","YK10"
"53",2009-01-03 04:00:00,NA,"York Bootham","YK10"
"54",2009-01-03 05:00:00,NA,"York Bootham","YK10"
"55",2009-01-03 06:00:00,NA,"York Bootham","YK10"
"56",2009-01-03 07:00:00,NA,"York Bootham","YK10"
"57",2009-01-03 08:00:00,NA,"York Bootham","YK10"
"58",2009-01-03 09:00:00,NA,"York Bootham","YK10"
"59",2009-01-03 10:00:00,NA,"York Bootham","YK10"
"60",2009-01-03 11:00:00,NA,"York Bootham","YK10"
"61",2009-01-03 12:00:00,NA,"York Bootham","YK10"
"62",2009-01-03 13:00:00,NA,"York Bootham","YK10"
"63",2009-01-03 14:00:00,NA,"York Bootham","YK10"
"64",2009-01-03 15:00:00,NA,"York Bootham","YK10"
"65",2009-01-03 16:00:00,NA,"York Bootham","YK10"
"66",2009-01-03 17:00:00,NA,"York Bootham","YK10"
"67",2009-01-03 18:00:00,NA,"York Bootham","YK10"
"68",2009-01-03 19:00:00,NA,"York Bootham","YK10"
"69",2009-01-03 20:00:00,NA,"York Bootham","YK10"
"70",2009-01-03 21:00:00,NA,"York Bootham","YK10"
"71",2009-01-03 22:00:00,NA,"York Bootham","YK10"
"72",2009-01-03 23:00:00,NA,"York Bootham","YK10"
"73",2009-01-04 00:00:00,NA,"York Bootham","YK10"
"74",2009-01-04 01:00:00,NA,"York Bootham","YK10"
"75",2009-01-04 02:00:00,NA,"York Bootham","YK10"
"76",2009-01-04 03:00:00,NA,"York Bootham","YK10"
"77",2009-01-04 04:00:00,NA,"York Bootham","YK10"
"78",2009-01-04 05:00:00,NA,"York Bootham","YK10"
"79",2009-01-04 06:00:00,NA,"York Bootham","YK10"
"80",2009-01-04 07:00:00,NA,"York Bootham","YK10"
"81",2009-01-04 08:00:00,NA,"York Bootham","YK10"
"82",2009-01-04 09:00:00,NA,"York Bootham","YK10"
"83",2009-01-04 10:00:00,NA,"York Bootham","YK10"
"84",2009-01-04 11:00:00,NA,"York Bootham","YK10"
"85",2009-01-04 12:00:00,NA,"York Bootham","YK10"
"86",2009-01-04 13:00:00,NA,"York Bootham","YK10"
"87",2009-01-04 14:00:00,NA,"York Bootham","YK10"
"88",2009-01-04 15:00:00,NA,"York Bootham","YK10"
"89",2009-01-04 16:00:00,NA,"York Bootham","YK10"
"90",2009-01-04 17:00:00,NA,"York Bootham","YK10"
"91",2009-01-04 18:00:00,NA,"York Bootham","YK10"
"92",2009-01-04 19:00:00,NA,"York Bootham","YK10"
"93",2009-01-04 20:00:00,NA,"York Bootham","YK10"
"94",2009-01-04 21:00:00,NA,"York Bootham","YK10"
"95",2009-01-04 22:00:00,NA,"York Bootham","YK10"
"96",2009-01-04 23:00:00,NA,"York Bootham","YK10"
"97",2009-01-05 00:00:00,NA,"York Bootham","YK10"
"98",2009-01-05 01:00:00,NA,"York Bootham","YK10"
"99",2009-01-05 02:00:00,NA,"York Bootham","YK10"
"100",2009-01-05 03:00:00,NA,"York Bootham","YK10"
"101",2009-01-05 04:00:00,NA,"York Bootham","YK10"
"102",2009-01-05 05:00:00,NA,"York Bootham","YK10"
"103",2009-01-05 06:00:00,NA,"York Bootham","YK10"
"104",2009-01-05 07:00:00,NA,"York Bootham","YK10"
"105",2009-01-05 08:00:00,NA,"York Bootham","YK10"
"106",2009-01-05 09:00:00,NA,"York Bootham","YK10"
"107",2009-01-05 10:00:00,NA,"York Bootham","YK10"
"108",2009-01-05 11:00:00,NA,"York Bootham","YK10"
"109",2009-01-05 12:00:00,NA,"York Bootham","YK10"
"110",2009-01-05 13:00:00,NA,"York Bootham","YK10"
"111",2009-01-05 14:00:00,NA,"York Bootham","YK10"
"112",2009-01-05 15:00:00,NA,"York Bootham","YK10"
"113",2009-01-05 16:00:00,NA,"York Bootham","YK10"
"114",2009-01-05 17:00:00,NA,"York Bootham","YK10"
"115",2009-01-05 18:00:00,NA,"York Bootham","YK10"
"116",2009-01-05 19:00:00,NA,"York Bootham","YK10"
"117",2009-01-05 20:00:00,NA,"York Bootham","YK10"
"118",2009-01-05 21:00:00,NA,"York Bootham","YK10"
"119",2009-01-05 22:00:00,NA,"York Bootham","YK10"
"120",2009-01-05 23:00:00,NA,"York Bootham","YK10"
"121",2009-01-06 00:00:00,NA,"York Bootham","YK10"
"122",2009-01-06 01:00:00,NA,"York Bootham","YK10"
"123",2009-01-06 02:00:00,NA,"York Bootham","YK10"
"124",2009-01-06 03:00:00,NA,"York Bootham","YK10"
"125",2009-01-06 04:00:00,NA,"York Bootham","YK10"
"126",2009-01-06 05:00:00,NA,"York Bootham","YK10"
"127",2009-01-06 06:00:00,NA,"York Bootham","YK10"
"128",2009-01-06 07:00:00,NA,"York Bootham","YK10"
"129",2009-01-06 08:00:00,NA,"York Bootham","YK10"
"130",2009-01-06 09:00:00,NA,"York Bootham","YK10"
"131",2009-01-06 10:00:00,NA,"York Bootham","YK10"
"132",2009-01-06 11:00:00,NA,"York Bootham","YK10"
"133",2009-01-06 12:00:00,NA,"York Bootham","YK10"
"134",2009-01-06 13:00:00,NA,"York Bootham","YK10"
"135",2009-01-06 14:00:00,NA,"York Bootham","YK10"
"136",2009-01-06 15:00:00,NA,"York Bootham","YK10"
"137",2009-01-06 16:00:00,NA,"York Bootham","YK10"
"138",2009-01-06 17:00:00,NA,"York Bootham","YK10"
"139",2009-01-06 18:00:00,NA,"York Bootham","YK10"
"140",2009-01-06 19:00:00,NA,"York Bootham","YK10"
"141",2009-01-06 20:00:00,NA,"York Bootham","YK10"
"142",2009-01-06 21:00:00,NA,"York Bootham","YK10"
"143",2009-01-06 22:00:00,NA,"York Bootham","YK10"
"144",2009-01-06 23:00:00,NA,"York Bootham","YK10"
"145",2009-01-07 00:00:00,NA,"York Bootham","YK10"
"146",2009-01-07 01:00:00,NA,"York Bootham","YK10"
"147",2009-01-07 02:00:00,NA,"York Bootham","YK10"
"148",2009-01-07 03:00:00,NA,"York Bootham","YK10"
"149",2009-01-07 04:00:00,NA,"York Bootham","YK10"
"150",2009-01-07 05:00:00,NA,"York Bootham","YK10"
"151",2009-01-07 06:00:00,NA,"York Bootham","YK10"
"152",2009-01-07 07:00:00,NA,"York Bootham","YK10"
"153",2009-01-07 08:00:00,NA,"York Bootham","YK10"
"154",2009-01-07 09:00:00,NA,"York Bootham","YK10"
"155",2009-01-07 10:00:00,NA,"York Bootham","YK10"
"156",2009-01-07 11:00:00,NA,"York Bootham","YK10"
"157",2009-01-07 12:00:00,NA,"York Bootham","YK10"
"158",2009-01-07 13:00:00,NA,"York Bootham","YK10"
"159",2009-01-07 14:00:00,NA,"York Bootham","YK10"
"160",2009-01-07 15:00:00,NA,"York Bootham","YK10"
"161",2009-01-07 16:00:00,NA,"York Bootham","YK10"
"162",2009-01-07 17:00:00,NA,"York Bootham","YK10"
"163",2009-01-07 18:00:00,NA,"York Bootham","YK10"
"164",2009-01-07 19:00:00,NA,"York Bootham","YK10"
